,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3(Target),index
131,GP,F,18.0,U,GT3,T,inf,,services,other,reputation,mother,1.0,2.0,,no,yes,no,yes,yes,no,yes,yes,5.0,4.0,5.0,1.0,3.0,-inf,-,10.0,9.0,8.0,131
132,GP,F,17.0,U,LE3,A,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,2.0,nan,nan,5.0,8.0,11.0,10.0,11.0,132
133,GP,F,15.0,U,GT3,T,-,1.0,at_home,other,course,mother,,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,,3.0,3.0,1.0,2.0,,,11.0,12.0,13.0,133
134,GP,F,17.0,U,LE3,T,-,2.0,other,other,course,father,1.0,1.0,-,no,yes,no,no,yes,yes,yes,yes,3.0,4.0,4.0,1.0,3.0,5.0,2.0,,inf,12.0,134
135,GP,F,16.0,U,GT3,A,3.0,4.0,services,other,course,father,,1.0,inf,no,no,no,no,yes,yes,yes,no,3.0,2.0,1.0,1.0,4.0,5.0,12.0,inf,13.0,14.0,135
136,GP,M,-,U,GT3,T,2.0,1.0,at_home,other,course,mother,4.0,-inf,nan,no,no,no,no,yes,yes,no,no,3.0,2.0,1.0,1.0,1.0,2.0,4.0,-,9.0,11.0,136
137,GP,F,16.0,U,GT3,A,2.0,2.0,other,other,home,mother,1.0,1.0,1.0,no,no,no,no,yes,yes,no,no,5.0,3.0,4.0,,1.0,5.0,12.0,,11.0,11.0,137
138,GP,M,15.0,R,GT3,T,3.0,,at_home,teacher,course,mother,4.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,3.0,,1.0,5.0,2.0,12.0,11.0,11.0,138
139,GP,F,-,U,GT3,T,,4.0,services,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,inf,3.0,3.0,inf,1.0,5.0,,13.0,14.0,15.0,139
140,GP,M,17.0,R,GT3,T,3.0,-,at_home,other,course,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,no,no,5.0,4.0,5.0,2.0,4.0,5.0,2.0,10.0,9.0,10.0,140
141,GP,F,16.0,R,GT3,T,1.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,,1.0,-,1.0,-,3.0,,14.0,13.0,13.0,141
142,GP,M,18.0,U,LE3,T,nan,1.0,services,services,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,,4.0,4.0,-inf,-inf,2.0,11.0,11.0,12.0,142
143,GP,F,18.0,U,GT3,A,3.0,2.0,other,services,course,other,-,3.0,,no,yes,no,yes,no,yes,yes,yes,4.0,inf,nan,5.0,1.0,5.0,10.0,12.0,11.0,11.0,143
144,GP,F,16.0,R,GT3,T,1.0,1.0,other,services,reputation,mother,2.0,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,3.0,3.0,3.0,,2.0,1.0,8.0,12.0,-,11.0,144
145,GP,F,16.0,U,GT3,A,,3.0,other,other,course,other,2.0,,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,2.0,1.0,,5.0,inf,9.0,9.0,inf,145
146,GP,M,16.0,U,LE3,T,1.0,1.0,services,other,course,mother,,2.0,2.0,no,no,no,no,yes,yes,no,yes,4.0,4.0,4.0,1.0,nan,5.0,0.0,nan,10.0,10.0,146
147,GP,F,15.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,-,1.0,0.0,no,no,no,yes,yes,yes,yes,no,,3.0,2.0,1.0,1.0,5.0,6.0,13.0,14.0,14.0,147
148,GP,F,15.0,R,GT3,T,1.0,1.0,other,other,course,mother,3.0,1.0,1.0,no,no,no,yes,yes,yes,yes,yes,5.0,5.0,5.0,1.0,1.0,,2.0,-inf,9.0,9.0,148
149,GP,M,,U,GT3,T,4.0,3.0,teacher,services,course,father,,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,2.0,2.0,2.0,nan,1.0,3.0,-,9.0,11.0,11.0,149
150,GP,F,15.0,U,GT3,A,3.0,nan,services,services,home,mother,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,1.0,3.0,2.0,2.0,3.0,1.0,24.0,9.0,8.0,-inf,150
151,GP,M,16.0,U,GT3,T,4.0,,services,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,3.0,nan,,15.0,13.0,13.0,151
152,GP,M,16.0,U,LE3,T,2.0,2.0,services,services,reputation,father,2.0,,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,,12.0,nan,nan,152
153,GP,F,15.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,,0.0,no,yes,no,yes,yes,yes,yes,no,inf,2.0,2.0,1.0,1.0,5.0,-inf,13.0,13.0,,153
154,GP,F,16.0,U,LE3,T,-inf,1.0,at_home,at_home,course,mother,,1.0,,no,no,no,no,yes,yes,yes,no,3.0,4.0,4.0,3.0,-inf,1.0,4.0,10.0,11.0,11.0,154
155,GP,M,17.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,,5.0,1.0,2.0,5.0,22.0,9.0,7.0,6.0,155
156,GP,F,15.0,U,GT3,T,,1.0,other,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,-,1.0,2.0,5.0,0.0,12.0,12.0,12.0,156
157,GP,F,15.0,U,LE3,A,2.0,1.0,at_home,other,home,mother,2.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4.0,inf,2.0,1.0,,-,0.0,11.0,10.0,10.0,157
158,GP,F,15.0,U,GT3,T,3.0,2.0,health,services,home,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,,3.0,,1.0,,3.0,inf,11.0,11.0,11.0,158
159,GP,F,,U,GT3,T,1.0,2.0,at_home,other,course,mother,1.0,-inf,0.0,no,yes,no,no,no,yes,yes,no,4.0,3.0,,1.0,1.0,5.0,6.0,,12.0,13.0,159
160,GP,F,inf,U,GT3,T,1.0,2.0,at_home,services,course,father,1.0,,0.0,no,no,no,no,no,yes,no,yes,2.0,3.0,4.0,2.0,4.0,,6.0,nan,11.0,11.0,160
161,GP,M,16.0,U,GT3,T,4.0,-inf,teacher,teacher,course,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,-inf,3.0,,2.0,1.0,,16.0,,9.0,8.0,161
162,GP,M,15.0,U,LE3,A,2.0,,services,other,course,mother,4.0,,0.0,no,no,no,no,yes,yes,yes,no,inf,5.0,,2.0,5.0,5.0,,12.0,11.0,11.0,162
163,GP,M,18.0,U,LE3,T,1.0,1.0,other,other,course,mother,1.0,1.0,2.0,no,no,no,no,yes,no,yes,yes,-inf,3.0,nan,2.0,,4.0,0.0,11.0,9.0,0.0,163
164,GP,M,16.0,U,LE3,T,2.0,1.0,at_home,other,course,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,no,yes,,4.0,4.0,3.0,5.0,5.0,6.0,9.0,10.0,10.0,164
165,GP,F,,R,GT3,T,3.0,3.0,services,services,reputation,other,,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,1.0,,3.0,3.0,2.0,13.0,13.0,13.0,165
166,GP,M,19.0,U,GT3,T,3.0,nan,services,at_home,home,mother,1.0,1.0,,no,yes,no,no,yes,no,yes,yes,4.0,nan,4.0,1.0,1.0,4.0,6.0,11.0,,11.0,166
167,GP,F,17.0,U,GT3,T,4.0,4.0,other,teacher,course,mother,,1.0,0.0,yes,yes,no,no,yes,yes,no,yes,inf,,1.0,1.0,1.0,4.0,0.0,13.0,inf,13.0,167
168,GP,M,15.0,R,GT3,T,-inf,3.0,at_home,services,course,mother,1.0,-inf,0.0,yes,no,yes,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,1.0,1.0,0.0,7.0,8.0,8.0,168
169,GP,M,17.0,R,LE3,T,1.0,2.0,other,other,reputation,mother,1.0,1.0,3.0,no,no,no,no,yes,yes,no,no,-,2.0,2.0,3.0,-,5.0,14.0,9.0,8.0,10.0,169
170,GP,F,nan,R,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,1.0,nan,no,yes,no,yes,no,yes,no,no,5.0,2.0,5.0,1.0,5.0,-,-inf,-,10.0,11.0,170
171,GP,M,16.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,3.0,1.0,-inf,no,no,no,no,no,yes,no,no,4.0,2.0,2.0,1.0,2.0,3.0,4.0,12.0,10.0,11.0,171
172,GP,M,16.0,U,GT3,T,3.0,3.0,other,services,course,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,,5.0,5.0,4.0,4.0,5.0,-,10.0,10.0,,172
173,GP,M,16.0,U,LE3,T,1.0,2.0,health,services,course,mother,-inf,inf,2.0,no,no,no,no,no,yes,yes,no,4.0,4.0,inf,3.0,,5.0,0.0,9.0,inf,10.0,173
174,GP,M,17.0,R,LE3,T,2.0,1.0,at_home,other,course,mother,2.0,1.0,-inf,no,no,yes,yes,yes,no,yes,yes,3.0,nan,2.0,-,2.0,-inf,8.0,8.0,8.0,9.0,174
175,GP,M,17.0,R,GT3,T,3.0,2.0,other,other,course,mother,2.0,2.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,1.0,4.0,3.0,4.0,7.0,6.0,-inf,175
176,GP,M,15.0,U,LE3,T,1.0,nan,other,other,course,mother,2.0,1.0,nan,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,,4.0,5.0,2.0,8.0,9.0,10.0,176
177,GP,M,16.0,U,GT3,T,1.0,nan,at_home,services,course,father,1.0,1.0,1.0,no,no,no,no,yes,no,yes,no,5.0,3.0,-inf,1.0,4.0,2.0,2.0,9.0,8.0,nan,177
178,GP,M,nan,R,LE3,T,-inf,1.0,other,services,course,mother,4.0,2.0,,no,no,no,yes,yes,no,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0.0,8.0,8.0,8.0,178
179,GP,M,inf,U,GT3,T,3.0,2.0,services,services,course,mother,,1.0,3.0,no,yes,no,yes,no,no,no,no,-inf,inf,2.0,1.0,,2.0,10.0,-inf,7.0,8.0,179
180,GP,M,16.0,U,GT3,T,2.0,2.0,other,other,course,father,1.0,2.0,0.0,no,no,no,no,yes,no,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,0.0,9.0,,11.0,180
181,GP,F,16.0,U,GT3,T,4.0,2.0,health,services,home,father,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,,2.0,,inf,1.0,inf,,17.0,17.0,18.0,181
182,GP,F,16.0,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,1.0,,1.0,1.0,-,,12.0,12.0,13.0,182
183,GP,F,16.0,U,GT3,T,4.0,4.0,health,health,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,2.0,-inf,1.0,3.0,,16.0,16.0,,183
184,GP,M,-,U,GT3,T,nan,4.0,other,other,course,father,nan,1.0,1.0,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5.0,-inf,4.0,2.0,4.0,,9.0,10.0,184
185,GP,M,16.0,U,GT3,T,1.0,0.0,other,other,reputation,mother,2.0,,0.0,no,yes,no,yes,yes,yes,yes,yes,inf,3.0,2.0,1.0,1.0,3.0,0.0,16.0,inf,18.0,185
186,GP,M,17.0,U,LE3,T,4.0,4.0,teacher,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,nan,4.0,4.0,-,3.0,5.0,0.0,11.0,inf,-inf,186
187,GP,F,,U,GT3,T,1.0,3.0,at_home,services,home,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,,5.0,1.0,,3.0,0.0,14.0,13.0,13.0,187
188,GP,F,16.0,U,LE3,T,3.0,,other,other,reputation,mother,,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,-inf,4.0,-inf,-,-,15.0,188
189,GP,M,17.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,inf,2.0,,no,no,no,yes,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,0.0,10.0,inf,inf,189
190,GP,F,16.0,U,GT3,T,2.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,3.0,4.0,,1.0,,5.0,0.0,13.0,12.0,inf,190
191,GP,M,17.0,U,GT3,T,3.0,3.0,other,other,reputation,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4.0,11.0,nan,-inf,191
192,GP,M,16.0,R,GT3,T,4.0,2.0,teacher,services,other,mother,1.0,1.0,inf,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,8.0,10.0,9.0,11.0,192
193,GP,M,17.0,U,GT3,T,,3.0,other,other,course,mother,,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,5.0,,3.0,1.0,1.0,2.0,4.0,inf,-inf,13.0,193
194,GP,M,16.0,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,4.0,11.0,10.0,11.0,194
195,GP,M,16.0,U,GT3,T,3.0,3.0,services,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,,-inf,nan,2.0,3.0,0.0,11.0,12.0,-,195
196,GP,F,17.0,U,GT3,T,2.0,4.0,services,services,reputation,father,,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,,2.0,3.0,5.0,0.0,17.0,18.0,inf,196
197,GP,F,inf,U,LE3,T,3.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,,3.0,1.0,32.0,14.0,13.0,-,197
198,GP,F,16.0,U,GT3,T,3.0,2.0,other,other,reputation,mother,,2.0,0.0,no,yes,no,no,yes,yes,yes,no,,2.0,,1.0,2.0,1.0,8.0,14.0,,inf,198
199,GP,M,17.0,U,GT3,T,3.0,3.0,services,services,other,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,,2.0,,4.0,6.0,inf,13.0,14.0,199
200,GP,M,16.0,U,GT3,T,1.0,2.0,services,services,other,mother,-,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,0.0,10.0,,11.0,200
201,GP,M,,U,LE3,T,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3.0,,,5.0,0.0,13.0,14.0,16.0,201
202,GP,F,-inf,U,GT3,A,3.0,3.0,health,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3.0,1.0,nan,3.0,10.0,,13.0,14.0,202
203,GP,M,17.0,R,GT3,T,,inf,at_home,other,home,mother,1.0,,0.0,no,no,no,no,yes,yes,no,no,3.0,nan,3.0,1.0,5.0,3.0,inf,9.0,9.0,10.0,203
204,GP,F,16.0,U,GT3,T,2.0,3.0,services,services,course,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,,6.0,12.0,12.0,13.0,204
205,GP,F,17.0,U,GT3,T,,1.0,at_home,services,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,inf,0.0,12.0,,,205
206,GP,M,17.0,U,GT3,T,1.0,2.0,at_home,services,other,other,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,nan,4.0,4.0,4.0,5.0,5.0,16.0,10.0,11.0,12.0,206
207,GP,M,16.0,R,GT3,T,,3.0,services,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,3.0,,5.0,0.0,11.0,10.0,10.0,207
208,GP,M,16.0,U,GT3,T,2.0,3.0,other,other,home,father,-,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,,0.0,13.0,-,12.0,208
209,GP,F,17.0,U,LE3,T,2.0,,services,services,course,father,1.0,2.0,,no,no,no,yes,yes,yes,yes,yes,nan,3.0,2.0,,1.0,5.0,8.0,14.0,15.0,16.0,209
210,GP,M,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3.0,1.0,2.0,,4.0,13.0,13.0,14.0,210
211,GP,M,16.0,R,LE3,T,inf,3.0,teacher,other,home,father,3.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,16.0,-inf,11.0,12.0,211
212,GP,F,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,2.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,,14.0,15.0,16.0,212
213,GP,F,16.0,U,LE3,T,4.0,4.0,teacher,teacher,reputation,mother,,2.0,,no,yes,no,no,yes,yes,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,,11.0,10.0,,213
214,GP,F,16.0,U,GT3,T,4.0,3.0,health,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,-inf,5.0,nan,5.0,,nan,14.0,14.0,15.0,214
215,GP,F,-inf,U,GT3,T,2.0,-,other,other,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,no,no,nan,4.0,3.0,1.0,3.0,4.0,4.0,11.0,12.0,12.0,215
216,GP,F,17.0,U,GT3,T,inf,1.0,other,other,course,mother,,2.0,0.0,no,yes,no,no,no,yes,no,no,nan,nan,-inf,,3.0,1.0,0.0,-,15.0,15.0,216
217,GP,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,mother,1.0,-inf,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,21.0,13.0,13.0,13.0,217
218,GP,F,-inf,R,GT3,T,2.0,2.0,services,services,reputation,mother,2.0,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,,5.0,1.0,1.0,5.0,6.0,-,13.0,13.0,218
219,GP,F,17.0,U,GT3,T,3.0,4.0,at_home,services,home,mother,1.0,3.0,-,no,yes,yes,no,yes,yes,yes,yes,,4.0,3.0,3.0,4.0,5.0,14.0,8.0,9.0,8.0,219
220,GP,F,16.0,U,GT3,A,3.0,1.0,services,other,course,mother,1.0,-,0.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,2.0,11.0,11.0,-,220
221,GP,F,16.0,U,GT3,T,4.0,3.0,teacher,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,3.0,,1.0,1.0,1.0,,14.0,15.0,15.0,221
222,GP,F,inf,U,GT3,T,1.0,1.0,at_home,other,home,mother,nan,1.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,inf,2.0,1.0,4.0,5.0,2.0,12.0,nan,13.0,222
223,GP,F,17.0,R,GT3,T,4.0,3.0,teacher,other,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,,,0.0,11.0,12.0,12.0,223
224,GP,F,19.0,U,GT3,T,3.0,3.0,other,other,reputation,other,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4.0,12.0,12.0,12.0,224
225,GP,M,,U,LE3,T,4.0,4.0,services,other,home,mother,,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,3.0,,4.0,5.0,3.0,15.0,13.0,12.0,12.0,225
226,GP,F,16.0,U,GT3,A,2.0,,other,other,reputation,mother,1.0,2.0,-,yes,yes,no,no,yes,yes,yes,no,3.0,-,4.0,1.0,1.0,4.0,inf,13.0,13.0,13.0,226
227,GP,M,18.0,U,GT3,T,2.0,-,services,other,home,mother,1.0,inf,,no,yes,no,yes,yes,yes,yes,no,-,,inf,2.0,,,,12.0,11.0,11.0,227
228,GP,F,17.0,R,LE3,T,4.0,4.0,services,other,other,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,2.0,1.0,,2.0,3.0,6.0,12.0,11.0,11.0,228
229,GP,F,17.0,U,LE3,T,3.0,inf,other,other,reputation,mother,inf,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2.0,14.0,16.0,nan,229
230,GP,F,17.0,U,GT3,T,4.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,3.0,,inf,inf,4.0,1.0,-,11.0,9.0,10.0,230
231,GP,M,18.0,U,LE3,T,3.0,3.0,services,health,home,father,1.0,-inf,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,10.0,10.0,10.0,10.0,231
232,GP,F,17.0,U,GT3,T,2.0,3.0,at_home,other,home,father,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,nan,,3.0,1.0,4.0,3.0,4.0,12.0,13.0,-inf,232
233,GP,F,17.0,U,GT3,T,2.0,2.0,at_home,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,,3.0,3.0,1.0,1.0,4.0,,12.0,12.0,,233
234,GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,0.0,11.0,10.0,inf,234
235,GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,reputation,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,no,yes,,3.0,4.0,1.0,1.0,5.0,12.0,12.0,12.0,,235
236,GP,F,-,U,GT3,T,2.0,3.0,services,teacher,other,mother,,2.0,-inf,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1.0,1.0,1.0,,0.0,-,13.0,14.0,236
237,GP,M,18.0,U,GT3,T,2.0,2.0,other,other,home,mother,2.0,2.0,3.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,nan,,5.0,4.0,9.0,10.0,9.0,10.0,237
238,GP,F,16.0,U,GT3,T,4.0,inf,teacher,services,home,mother,1.0,,nan,no,yes,no,yes,no,yes,yes,no,-inf,3.0,2.0,1.0,1.0,,4.0,15.0,nan,-inf,238
239,GP,F,18.0,R,GT3,T,3.0,-,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,4.0,8.0,8.0,,239
240,GP,F,17.0,U,GT3,T,-,-,other,other,course,mother,nan,2.0,0.0,no,no,no,yes,no,yes,yes,no,-inf,3.0,4.0,1.0,3.0,3.0,2.0,17.0,,17.0,240
241,GP,M,-,U,LE3,T,2.0,-inf,services,services,reputation,father,-,inf,0.0,no,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,nan,10.0,11.0,,241
242,GP,M,18.0,U,LE3,T,2.0,nan,at_home,other,course,mother,4.0,,,yes,yes,no,yes,yes,yes,yes,yes,inf,-inf,,4.0,5.0,3.0,2.0,9.0,10.0,11.0,242
243,GP,F,17.0,U,GT3,A,2.0,1.0,other,other,course,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0.0,-,,16.0,243
244,GP,F,17.0,U,LE3,T,4.0,3.0,health,other,reputation,father,1.0,,,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0.0,14.0,12.0,12.0,244
245,GP,M,17.0,R,GT3,T,,2.0,other,other,course,father,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,-inf,5.0,2.0,1.0,1.0,1.0,-,12.0,13.0,13.0,245
246,GP,M,17.0,U,GT3,T,,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,inf,1.0,3.0,2.0,0.0,13.0,,13.0,246
247,GP,M,16.0,U,GT3,T,4.0,4.0,health,other,reputation,father,1.0,,0.0,no,yes,no,yes,yes,yes,yes,no,,nan,4.0,2.0,4.0,1.0,0.0,13.0,13.0,14.0,247
248,GP,M,nan,U,LE3,T,1.0,1.0,other,other,home,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,2.0,9.0,9.0,9.0,248
249,GP,M,16.0,U,GT3,T,3.0,2.0,at_home,other,reputation,mother,,inf,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,nan,3.0,2.0,inf,12.0,12.0,12.0,249
250,GP,M,17.0,U,LE3,T,2.0,,other,other,home,father,,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,0.0,16.0,16.0,16.0,250
251,GP,F,16.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,yes,nan,nan,2.0,1.0,inf,5.0,4.0,9.0,10.0,10.0,251
252,GP,F,,U,GT3,A,4.0,1.0,other,other,home,mother,,2.0,inf,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,nan,2.0,5.0,0.0,14.0,13.0,13.0,252
253,GP,F,,U,LE3,A,,4.0,services,other,course,mother,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,,-inf,,1.0,nan,3.0,18.0,-,10.0,10.0,253
254,GP,F,18.0,U,LE3,T,2.0,-inf,at_home,services,course,mother,1.0,2.0,1.0,no,yes,no,no,no,yes,yes,yes,5.0,3.0,,-,1.0,,,9.0,8.0,10.0,254
255,GP,F,18.0,U,GT3,T,3.0,3.0,other,other,course,mother,2.0,1.0,1.0,no,no,no,no,yes,no,yes,no,4.0,1.0,1.0,,1.0,3.0,14.0,8.0,7.0,7.0,255
256,GP,M,18.0,U,GT3,T,2.0,2.0,other,at_home,course,other,nan,1.0,1.0,no,yes,no,yes,no,no,yes,yes,4.0,4.0,3.0,2.0,,1.0,26.0,7.0,8.0,,256
257,GP,M,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,nan,no,yes,no,yes,no,yes,yes,no,,2.0,1.0,1.0,2.0,5.0,6.0,10.0,8.0,9.0,257
258,GP,F,17.0,U,GT3,T,3.0,2.0,other,other,course,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,no,no,,4.0,2.0,1.0,1.0,3.0,4.0,14.0,14.0,15.0,258
259,GP,F,nan,U,LE3,T,1.0,1.0,at_home,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,2.0,4.0,10.0,11.0,10.0,10.0,259
260,GP,F,16.0,U,GT3,T,1.0,2.0,other,other,course,mother,1.0,1.0,0.0,no,no,no,no,yes,no,yes,no,5.0,-,5.0,1.0,2.0,5.0,4.0,12.0,11.0,11.0,260
261,GP,F,,R,GT3,T,2.0,1.0,at_home,services,course,mother,3.0,2.0,,no,no,no,yes,yes,yes,no,no,2.0,,1.0,1.0,1.0,nan,2.0,13.0,,13.0,261
