gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0.0,0.0,1.0,1.0,46,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,64.93434633908748,864.2,0
1.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.65,19.65,0
1.0,0.0,0.0,0.0,46,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,3249.4,0
0.0,0.0,1.0,0.0,50,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,109.65,5405.8,0
1.0,0.0,1.0,1.0,53,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,65.0,3363.8,0
1.0,0.0,0.0,0.0,5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,93.55,0
0.0,0.0,0.0,1.0,26,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,105.45,2715.3,0
1.0,0.0,1.0,1.0,70,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,25.4,1782.05,0
1.0,0.0,1.0,0.0,17,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,102.55,1742.5,0
0.0,0.0,0.0,1.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,24.0,0
0.0,0.0,1.0,1.0,19,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,64.93434633908748,485.9,0
0.0,0.0,1.0,0.0,26,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,64.93434633908748,1905.7,0
0.0,0.0,1.0,1.0,21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.05,1565.7,1
1.0,0.0,1.0,0.0,50,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,98.25,4858.7,0
0.0,0.0,1.0,0.0,68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,54.4,3723.65,0
1.0,0.0,0.0,0.0,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,101.55,298.35,1
1.0,0.0,1.0,1.0,9,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,103.1,970.45,0
0.0,0.0,1.0,1.0,51,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,34.2,1782.0,0
1.0,0.0,0.0,0.0,22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,100.65,2415.95,0
0.0,0.0,1.0,1.0,21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,55.95,1157.05,1
1.0,0.0,1.0,1.0,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,64.93434633908748,8297.5,0
1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.75,45.75,1
1.0,0.0,1.0,1.0,26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,2083.1,0
0.0,0.0,0.0,0.0,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,79.8,1001.2,0
0.0,0.0,1.0,0.0,18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,64.93434633908748,1594.75,0
0.0,0.0,0.0,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.95,212.4,0
0.0,1.0,1.0,0.0,72,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,106.85,7677.4,0
1.0,0.0,0.0,0.0,11,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.95,815.5,1
0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.93434633908748,80.15,1
1.0,0.0,0.0,0.0,13,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.3,259.65,0
0.0,0.0,1.0,0.0,72,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,109.25,8109.8,1
0.0,0.0,0.0,0.0,17,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.93434633908748,340.35,0
0.0,0.0,1.0,0.0,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,118.6,7990.05,0
0.0,0.0,1.0,1.0,38,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.3,749.35,0
0.0,0.0,1.0,1.0,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,64.93434633908748,8425.15,0
0.0,0.0,0.0,0.0,48,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.05,1171.5,0
0.0,0.0,1.0,1.0,35,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.65,708.8,0
1.0,0.0,1.0,0.0,67,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,111.3,7567.2,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.9,29.9,0
1.0,0.0,1.0,1.0,34,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.8,635.9,0
0.0,0.0,0.0,0.0,47,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,106.4,5127.95,1
0.0,0.0,1.0,1.0,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,115.25,6758.45,0
1.0,0.0,0.0,0.0,39,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,64.93434633908748,791.15,0
0.0,0.0,1.0,0.0,59,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,64.93434633908748,4639.45,0
1.0,0.0,1.0,1.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.95,143.9,0
1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.1,69.1,1
0.0,0.0,0.0,0.0,6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,93.55,536.4,1
0.0,0.0,1.0,0.0,24,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,64.93434633908748,1559.45,0
1.0,1.0,1.0,0.0,67,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,94.65,6079.0,0
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,80.85,80.85,1
0.0,0.0,1.0,1.0,48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,82.05,4029.95,1
0.0,0.0,1.0,0.0,37,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,72.1,2658.4,0
1.0,0.0,1.0,0.0,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.55,51.15,1
1.0,0.0,1.0,1.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64.93434633908748,2230.85,0
1.0,0.0,0.0,0.0,9,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.93434633908748,180.7,0
0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,40.25,411.45,0
1.0,0.0,0.0,0.0,9,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,68.25,576.95,0
0.0,0.0,0.0,0.0,4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.15,68.45,0
0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.95,123.05,0
1.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.15,468.35,0
1.0,0.0,1.0,1.0,7,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.25,174.7,0
0.0,0.0,1.0,1.0,9,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,64.93434633908748,172.35,0
0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,34.25,139.35,1
0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,58.5,539.85,1
0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.8,300.4,0
0.0,0.0,1.0,1.0,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,64.93434633908748,4968.0,0
0.0,0.0,0.0,1.0,18,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.93434633908748,992.7,0
1.0,1.0,0.0,0.0,49,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,96.2,4718.25,1
1.0,0.0,1.0,0.0,70,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,64.93434633908748,5536.5,0
0.0,0.0,0.0,0.0,72,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,108.05,7806.6,0
0.0,1.0,0.0,0.0,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,74.4,434.1,1
1.0,1.0,1.0,0.0,17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,64.93434633908748,1563.9,0
1.0,0.0,1.0,0.0,63,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,102.6,6296.75,0
1.0,0.0,1.0,0.0,16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.93434633908748,1284.2,1
1.0,0.0,0.0,0.0,59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,61.35,3645.5,0
0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,57.55,161.45,0
0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.25,226.95,0
0.0,1.0,1.0,0.0,7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,64.93434633908748,646.85,1
0.0,0.0,0.0,0.0,68,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.6,1441.65,0
0.0,0.0,1.0,0.0,32,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.3,593.2,0
1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.93434633908748,69.95,0
1.0,0.0,1.0,1.0,42,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,63.7,2763.35,0
0.0,0.0,0.0,0.0,25,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,24.75,692.1,1
0.0,0.0,1.0,1.0,43,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.4,2640.55,0
1.0,0.0,1.0,0.0,37,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,79.25,2911.8,0
1.0,0.0,1.0,0.0,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,110.1,6705.7,0
1.0,0.0,0.0,0.0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,90.7,237.65,0
1.0,0.0,1.0,1.0,66,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,25.3,1672.35,0
1.0,0.0,0.0,0.0,28,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,64.93434633908748,2979.5,1
0.0,1.0,0.0,0.0,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,85.2,695.75,0
1.0,0.0,0.0,1.0,71,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,64.93434633908748,1654.6,0
1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.25,24.25,1
1.0,1.0,1.0,0.0,16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.93434633908748,825.1,0
1.0,0.0,1.0,0.0,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,96.6,6424.25,0
1.0,0.0,0.0,0.0,51,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,81.15,4126.2,0
0.0,0.0,0.0,0.0,4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,93.5,362.2,1
0.0,0.0,0.0,0.0,70,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,84.7,5991.05,0
0.0,0.0,0.0,1.0,70,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,64.93434633908748,4891.5,0
0.0,1.0,1.0,0.0,54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,101.5,5373.1,1
1.0,0.0,0.0,1.0,28,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.93434633908748,2068.55,1
0.0,0.0,1.0,0.0,69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,61.45,4131.2,0
1.0,0.0,1.0,1.0,45,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,109.75,4900.65,0
1.0,0.0,1.0,1.0,72,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,64.93434633908748,5727.45,0
1.0,0.0,0.0,0.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,64.93434633908748,24.05,1
1.0,0.0,1.0,1.0,72,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,19.8,1414.65,0
0.0,0.0,1.0,1.0,51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,64.93434633908748,2898.95,0
0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.4,20.4,0
0.0,0.0,1.0,1.0,23,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,19.65,451.55,0
0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.55,50.55,1
0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,54.35,117.05,0
0.0,1.0,0.0,0.0,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,108.1,5839.3,0
0.0,0.0,0.0,0.0,36,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,54.45,1893.5,0
0.0,0.0,0.0,0.0,28,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,59.0,1654.45,0
0.0,0.0,1.0,1.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,64.93434633908748,477.05,0
1.0,0.0,0.0,0.0,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,100.55,1415.55,1
0.0,0.0,1.0,1.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.5,20.5,1
0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,189.95,0
1.0,0.0,1.0,1.0,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,114.3,8058.55,0
0.0,0.0,1.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.45,482.8,1
1.0,0.0,0.0,0.0,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,109.2,7049.75,0
0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,45.05,2560.1,0
0.0,0.0,0.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,64.93434633908748,286.8,0
0.0,0.0,1.0,0.0,72,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,110.45,7982.5,0
1.0,1.0,1.0,1.0,68,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,84.65,5683.6,0
1.0,0.0,1.0,1.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,369.15,0
1.0,0.0,1.0,1.0,52,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,93.25,4631.7,0
0.0,0.0,1.0,1.0,59,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,64.93434633908748,1534.05,0
0.0,0.0,0.0,0.0,60,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,20.6,1093.0,0
1.0,0.0,0.0,0.0,46,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,60.75,2893.4,0
1.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,51.35,262.3,0
1.0,1.0,1.0,0.0,59,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,64.05,3886.85,0
0.0,0.0,1.0,1.0,58,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,59.75,3624.35,0
0.0,0.0,1.0,0.0,72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,97.7,6869.7,0
0.0,1.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,40.3,1172.95,1
1.0,0.0,0.0,0.0,54,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,46.2,2431.95,0
0.0,0.0,1.0,1.0,72,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,24.9,1859.2,0
0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,65.7,134.35,1
1.0,0.0,1.0,1.0,54,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,63.35,3409.1,0
0.0,0.0,0.0,0.0,10,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,94.85,953.45,1
0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.15,50.15,0
0.0,0.0,1.0,0.0,68,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,79.6,5515.8,0
1.0,1.0,1.0,0.0,55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.0,4052.4,0
1.0,1.0,0.0,0.0,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,79.55,718.55,0
1.0,0.0,1.0,1.0,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,65.45,937.6,1
0.0,1.0,1.0,1.0,14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,95.8,1346.3,0
1.0,0.0,1.0,1.0,22,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,64.93434633908748,1544.05,1
0.0,0.0,1.0,0.0,10,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.15,765.15,0
0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,78.05,78.05,1
0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40.35,1187.05,0
0.0,0.0,1.0,0.0,72,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,79.2,5401.9,0
0.0,0.0,0.0,0.0,9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,74.75,706.6,1
0.0,0.0,0.0,0.0,20,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,68.9,1370.35,0
0.0,0.0,0.0,0.0,29,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.0,2215.25,0
1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,64.93434633908748,74.0,0
1.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,82.3,214.4,0
0.0,0.0,0.0,0.0,20,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,89.4,1871.15,0
1.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,64.93434633908748,20.2,1
0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.45,161.45,0
1.0,0.0,0.0,0.0,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59.15,336.7,0
1.0,0.0,1.0,1.0,72,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,90.8,6511.8,0
1.0,0.0,1.0,0.0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.55,393.45,0
0.0,0.0,1.0,1.0,67,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,106.7,7009.5,0
0.0,1.0,1.0,0.0,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,93.55,2264.05,1
0.0,0.0,1.0,0.0,72,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,94.45,6921.7,0
1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.05,56.35,1
1.0,0.0,1.0,0.0,70,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,67.95,4664.15,0
1.0,0.0,1.0,0.0,53,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,77.4,4155.95,0
1.0,0.0,1.0,0.0,63,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,99.7,6330.4,0
1.0,0.0,0.0,0.0,35,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,19.15,638.0,0
1.0,0.0,1.0,1.0,26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.93434633908748,2034.25,0
1.0,1.0,1.0,0.0,27,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,95.55,2510.2,1
1.0,0.0,0.0,1.0,53,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,62.85,3419.5,0
1.0,1.0,1.0,0.0,34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.55,2427.35,0
0.0,1.0,1.0,0.0,19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,64.93434633908748,1760.25,0
1.0,0.0,1.0,0.0,43,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,86.1,3551.65,0
1.0,0.0,0.0,1.0,56,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,24.8,1424.2,0
1.0,0.0,1.0,1.0,34,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,84.05,2909.95,0
0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,36.25,374.0,0
0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,64.93434633908748,20.25,1
