,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2585,9624-EGDEQ,Female,0.0,No,No,-,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No
2586,1051-EQPZR,Female,0.0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No
2587,5849-ASHZJ,Male,0.0,No,Yes,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),,552.9,No
2588,5780-INQIK,Female,0.0,No,No,nan,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No
2589,7576-OYWBN,Male,1.0,No,No,-,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,yeS
2590,4526-ZJJTM,Female,1.0,Yes,No,-,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No
2591,8384-FZBJK,Female,0.0,Yes,Yes,57.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No
2592,3750-RNQKR,Female,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No
2593,0962-CQPWQ,Female,0.0,Yes,Yes,-,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),,1296.15,No
2594,3096-YXENJ,Female,0.0,Yes,No,nan,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No
2595,1265-BCFEO,Female,0.0,Yes,No,71.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No
2596,5837-LXSDN,Female,0.0,Yes,Yes,21.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No
2597,5945-AZYHT,Male,0.0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,,7854.15,No
2598,8325-QRPZR,Female,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525,No
2599,6384-VMJHP,Female,-,No,No,nan,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),nan,5265.2,No
2600,2262-SLNVK,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,-,70.1,No
2601,7730-CLDSV,Female,0.0,Yes,Yes,nan,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,No
2602,1135-HIORI,Female,-,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,No
2603,0164-APGRB,Female,0.0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No
2604,6481-ESCNL,Female,0.0,No,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),,2878.75,No
2605,1790-NESIO,Female,-,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-,261.3,No
2606,1550-EENBN,Female,nan,No,No,31.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No
2607,5539-TMZLF,Male,1.0,No,No,1.0,Yes,No,Fiber optic,no,No,No,No,No,No,Month-to-month,Yes,Electronic check,-,69.75,Yes
2608,4323-SADQS,Male,0.0,Yes,Yes,7.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes
2609,4446-BZKHU,Male,0.0,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,Yes
2610,5202-IVJNU,Female,0.0,No,Yes,39.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes
2611,5976-JCJRH,Male,0.0,Yes,No,-,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,738.2,Yes
2612,8198-RKSZG,Female,0.0,Yes,Yes,-,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,nO
2613,0137-OCGAB,Female,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,yEs,Mailed check,80.2,80.2,Yes
2614,3351-NQLDI,Female,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,Yes
2615,9297-EONCV,Female,,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,6697.2,No
2616,7593-JNWRU,Male,0.0,Yes,Yes,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes
2617,4588-YBNIB,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,19.6,Yes
2618,1069-QJOEE,Male,0.0,yEs,Yes,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,nan,505.45,No
2619,3336-JORSO,Female,1.0,No,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes
2620,7799-DSEWS,Male,0.0,No,No,18.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No
2621,8766-PAFNE,Male,0.0,Yes,No,71.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No
2622,5315-CKEQK,Male,1.0,Yes,Yes,28.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,No
2623,3130-ICDUP,Female,0.0,No,Yes,2.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No
2624,0820-FNRNX,Male,0.0,Yes,Yes,nan,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No
2625,0880-FVFWF,Male,0.0,No,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,,4922.4,No
2626,4611-ANLQC,Female,0.0,Yes,No,60.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No
2627,4213-HKBJO,Female,0.0,No,No,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),,826.1,No
2628,2792-LSHWX,Female,0.0,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No
2629,5028-GZLDO,Male,,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes
2630,0014-BMAQU,Male,0.0,Yes,No,63.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),,5377.8,No
2631,6861-XWTWQ,Male,1.0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes
2632,9018-PCIOK,Female,0.0,No,No,55.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No
2633,4837-QUSFT,Female,0.0,Yes,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),,6643.5,No
2634,6877-TJMBR,Male,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,nan,84.8,Yes
2635,9953-ZMKSM,Male,0.0,No,No,63.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1559.3,No
2636,0907-HQNTS,Female,1.0,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,No
2637,7665-NKLAV,Female,0.0,Yes,Yes,36.0,no,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,No
2638,6769-DCQLI,Male,0.0,No,No,52.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,yEs,Bank transfer (automatic),105.0,5426.85,Yes
2639,2433-KMEAS,Male,0.0,No,No,nan,Yes,Yes,DSL,Yes,No,No,No,No,no,Month-to-month,Yes,Electronic check,54.45,1127.35,Yes
2640,4391-LNRXK,Male,0.0,No,No,-,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No
2641,8250-ZNGGW,Female,1.0,No,No,5.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No
2642,2195-ZRVAX,Female,0.0,Yes,No,nan,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,Yes
2643,3550-SAHFP,Female,0.0,No,No,33.0,Yes,Yes,Fiber optic,No,No,No,No,nO,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes
2644,2011-TRQYE,Male,0.0,No,No,18.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600,Yes
2645,8562-GHPPI,Female,-,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.8,19.8,No
2646,5893-PYOLZ,Male,0.0,No,No,56.0,Yes,no,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,No
2647,4986-MXSFP,Female,0.0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,40.9,No
2648,6131-FOYAS,Male,,No,No,35.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-,2094.9,No
2649,3027-YNWZU,Female,0.0,Yes,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,No
2650,5609-IMCGG,Female,0.0,No,No,15.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,No
2651,4873-ILOLJ,Male,0.0,No,No,24.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,nan,2238.5,Yes
2652,4727-MCYZG,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No
2653,9481-WHGWY,Female,,Yes,yeS,70.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,No
2654,2725-KXXWT,Male,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes
2655,9565-DJPIB,Female,0.0,No,Yes,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,Yes
2656,4328-VUFWD,Female,0.0,No,No,39.0,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No
2657,3301-LSLWQ,Female,0.0,No,No,29.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No
2658,7473-ZBDSN,Female,0.0,Yes,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,255.55,No
2659,3166-PNEOF,Female,,No,No,61.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No
2660,5639-NTUPK,Male,0.0,No,Yes,13.0,Yes,No,DSL,Yes,No,No,No,nO,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No
2661,8780-YRMTT,Female,0.0,No,No,,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,No
2662,8348-HFYIV,Male,nan,No,No,,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,Yes
2663,5140-FOMCQ,Female,0.0,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No
2664,6242-SGYTS,Male,-,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No
2665,8166-ORCHU,Male,1.0,Yes,No,33.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,,3055.5,No
2666,8414-OOEEL,Male,0.0,No,Yes,nan,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,5196.1,No
2667,8454-AATJP,Female,0.0,No,No,-,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,8405,No
2668,6849-WLEYG,Male,0.0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-,19.75,Yes
2669,4659-NZRUF,Female,-,No,No,19.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes
2670,4531-AUZNK,Female,,Yes,Yes,51.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,5000.05,No
2671,4191-XOVOM,Male,0.0,No,No,63.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No
2672,2150-OEGBV,Male,0.0,No,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),,562.6,No
2673,8429-XIBUM,Male,0.0,No,No,22.0,Yes,Yes,Fiber optic,Yes,No,no,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes
2674,1855-CFULU,Female,1.0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,No
2675,4878-BUNFV,Male,,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,No
2676,1872-EBWSC,Female,0.0,No,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,No
2677,2608-BHKFN,Female,nan,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes
2678,7026-YMSBE,Male,0.0,No,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,625.05,No
2679,7341-LXCAF,Male,0.0,Yes,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-,301.4,Yes
2680,6997-UVGOX,Male,nan,Yes,Yes,71.0,Yes,no,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No
2681,9674-EHPPG,Male,0.0,Yes,No,46.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No
2682,9462-MJUAW,Male,0.0,No,No,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,Yes
2683,8128-YVJRG,Female,0.0,No,No,7.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes
2684,5440-VHLUL,Male,0.0,No,No,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No
2685,5781-BKHOP,Female,,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No
2686,4283-FUTGF,Male,1.0,No,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,No,nO,No,Month-to-month,Yes,Electronic check,79.85,1471.75,yeS
2687,5213-TWWJU,Male,0.0,No,No,28.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,,2626.15,No
2688,1569-TTNYJ,Male,,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-,412.1,Yes
2689,8628-MFKAX,Female,1.0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No
2690,2397-BRLOM,Male,1.0,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes
2691,7629-WIXZF,Female,0.0,No,No,7.0,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No
2692,5445-GLVOT,Female,0.0,No,No,22.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No
2693,3976-HXHCE,Male,0.0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,No
2694,2466-NEJOJ,Male,-,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,169.75,No
2695,0254-KCJGT,Male,0.0,Yes,no,52.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No
2696,5472-CVMDX,Female,0.0,No,no,68.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No
2697,6461-SZMCV,Female,0.0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No
2698,8150-QUDFX,Male,nan,No,No,2.0,Yes,no,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,No
2699,9508-ILZDG,Female,1.0,No,No,34.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No
2700,2346-DJQTB,Female,0.0,No,No,35.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No
2701,1697-LYYYX,Female,0.0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),,1143.8,No
2702,1942-OQFRW,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44,No
2703,4749-VFKVB,Female,0.0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes
2704,9640-ZSLDC,Female,0.0,Yes,Yes,53.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297,No
2705,4231-LZUYM,Female,0.0,Yes,No,-,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887,No
2706,7598-UAASY,Male,0.0,Yes,No,2.0,yEs,no,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes
2707,7938-OUHIO,Male,0.0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,nan,293.65,Yes
2708,8510-AWCXC,Female,1.0,No,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,no,Yes,Yes,Month-to-month,Yes,Electronic check,nan,1308.1,Yes
2709,6128-AQBMT,Male,,Yes,No,nan,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No
2710,3594-BDSOA,Female,0.0,Yes,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,482.8,No
2711,0431-APWVY,Female,-,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,Yes,yeS,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes
2712,5133-VRSAB,Male,nan,No,No,8.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No
2713,5996-DAOQL,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No
2714,6838-YAUVY,Female,0.0,No,No,54.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No
2715,0484-JPBRU,Male,0.0,No,no,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No
2716,7883-ROJOC,Female,0.0,Yes,No,19.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No
2717,0244-LGNFY,Female,0.0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733,No
2718,7274-CGTOD,Male,0.0,No,No,-,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No
2719,4295-YURET,Female,1.0,Yes,Yes,56.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,nO
2720,3426-NIYYL,Male,0.0,No,No,15.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-,765.5,Yes
2721,8225-BTJAU,Male,1.0,No,No,10.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,Yes
2722,4635-EJYPD,Male,0.0,Yes,Yes,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,No
2723,1866-ZSLJM,Male,0.0,No,No,nan,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,No
2724,4636-TVXVG,Male,0.0,Yes,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,No
2725,4236-UJPWO,Female,0.0,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No
2726,9392-XBGTD,Male,nan,No,Yes,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,No
2727,3387-VATUS,Male,-,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes
2728,6402-SSEJG,Female,0.0,No,No,25.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,nan,1540.2,No
2729,1143-NMNQJ,Female,0.0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes
2730,1169-SAOCL,Male,0.0,No,No,49.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No
2731,1110-KYLGQ,Female,0.0,No,No,63.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,yEs,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No
2732,9929-PLVPA,Female,0.0,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,No
2733,3518-PZXZQ,Female,0.0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No
2734,2371-JUNGC,Male,0.0,No,No,-,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208,No
2735,7693-QPEFS,Male,1.0,No,No,52.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No
2736,0924-BJCRC,Female,1.0,Yes,No,60.0,Yes,yeS,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,No
2737,5074-FBGHB,Male,0.0,No,No,64.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No
2738,2351-BKRZW,Female,,Yes,Yes,43.0,Yes,no,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No
2739,4455-BFSPD,Female,0.0,Yes,No,61.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No
2740,0415-MOSGF,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes
2741,1724-BQUHA,Male,1.0,No,No,5.0,Yes,No,Fiber optic,no,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,yeS
2742,3948-KXDUF,Male,,No,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,No
2743,2323-ARSVR,Male,0.0,Yes,No,67.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,No
2744,0815-MFZGM,Female,0.0,Yes,No,nan,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,yeS,Two year,Yes,Credit card (automatic),,4135,No
