MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice
60,2,69.0,8068,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,1010,1010,0,0,1,4,1010,1257,0,2267,0,0,2,1,4,1,2,8,4,1,5,2,2,2,390,3,4,2,120,46,0,0,0,0,0,12,4,3,0.40625734331262553
60,2,82.0,9950,1,0,3,0,4,0,13,2,0,0,3,7,5,0,0,7,9,290.0,2,2,2,2,2,3,2,565,0,0,638,1203,0,0,1,4,1214,1306,0,2520,0,0,2,1,4,1,2,9,4,1,5,0,2,3,721,3,4,2,224,114,0,0,0,0,0,6,8,0,2.0599662948224267
20,2,70.0,8521,1,3,3,0,2,0,17,1,0,0,2,5,5,0,0,3,3,0.0,3,2,1,3,2,3,0,842,0,0,70,912,0,3,1,4,912,0,0,912,0,0,1,0,3,1,3,5,4,1,1,3,3,1,336,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.9718334496122087
120,2,43.0,3182,1,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,16.0,2,2,2,2,2,0,2,16,0,0,1357,1373,0,0,1,4,1555,0,0,1555,0,0,2,0,2,1,2,7,4,1,5,0,0,2,430,3,4,2,143,20,0,0,0,0,0,5,8,3,0.2684482640201421
60,2,69.0,7851,1,3,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,2,625,0,0,235,860,0,0,1,4,860,1100,0,1960,1,0,2,1,4,1,2,8,4,2,5,2,0,2,440,3,4,2,288,48,0,0,0,0,0,5,8,3,0.7094373177560891
20,2,65.0,8773,1,3,3,0,2,0,3,2,0,0,2,7,5,0,0,7,9,98.0,2,2,2,2,2,0,2,24,0,0,1390,1414,0,0,1,4,1414,0,0,1414,0,0,2,0,3,1,2,6,4,0,3,0,2,2,494,3,4,2,132,105,0,0,0,0,0,5,8,3,0.13982645668049087
50,2,52.0,8741,1,3,3,0,4,0,5,2,0,0,0,6,4,0,0,7,9,0.0,3,2,1,3,0,3,3,94,0,0,641,735,0,3,1,0,798,689,0,1487,0,0,1,1,3,1,3,7,4,1,2,3,3,1,220,3,4,2,0,140,0,0,0,0,0,4,8,3,-1.1923279764801822
60,2,69.0,8880,1,0,3,0,4,0,18,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,695,0,0,253,948,0,0,1,4,1222,888,0,2110,1,0,2,1,3,1,2,8,4,2,1,0,2,2,463,3,4,2,0,130,0,0,0,0,0,5,8,3,0.4981300628409478
20,2,75.0,11310,1,3,3,0,4,0,10,2,0,0,2,6,5,2,0,8,1,0.0,3,2,1,3,2,3,5,0,0,0,1367,1367,0,0,1,4,1375,0,0,1375,0,0,1,0,2,1,3,5,4,1,5,0,3,2,451,3,4,2,0,30,0,0,0,0,0,6,8,3,-0.6962152910272419
60,2,72.0,11317,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,101.0,2,2,2,2,2,3,5,0,0,0,840,840,0,0,1,4,840,828,0,1668,0,0,2,1,3,1,2,8,4,0,3,0,2,2,500,3,4,2,144,68,0,0,0,0,0,9,8,3,0.03876646519933637
60,2,65.0,8366,1,0,3,0,4,0,18,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,798,798,0,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,4,0,3,0,2,2,520,3,4,2,138,45,0,0,0,0,0,12,8,3,-0.08985534214031483
20,2,70.0,8400,1,3,3,0,4,0,10,2,0,0,2,5,6,0,0,4,5,0.0,3,1,1,3,2,3,4,922,0,0,392,1314,0,3,1,4,1314,0,0,1314,1,0,1,0,3,1,3,5,4,0,3,0,2,1,294,3,4,2,250,0,0,0,0,0,0,6,8,3,-0.6043425714989197
60,2,66.0,8738,1,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,302.0,2,2,2,2,2,3,5,0,0,0,975,975,0,0,1,4,1005,1286,0,2291,0,0,2,1,4,1,2,8,4,1,5,2,0,2,429,3,4,2,192,0,0,0,0,0,0,2,8,3,0.9574936604825592
60,0,64.0,8791,1,0,3,0,4,0,19,2,0,0,3,6,5,0,0,7,9,0.0,2,2,2,2,2,3,4,503,0,0,361,864,0,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,4,0,3,0,2,2,673,3,4,2,216,56,0,0,0,0,0,5,8,3,0.544066422605109
20,2,68.0,8814,1,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,180.0,2,2,2,2,2,3,2,1334,0,0,270,1604,0,0,1,4,1604,0,0,1604,1,0,2,1,3,1,2,8,4,1,2,0,2,2,660,3,4,2,123,110,0,0,0,0,0,3,8,0,0.7737482214259147
60,2,69.0,9588,1,0,3,0,4,0,3,2,0,0,3,8,5,0,0,2,2,270.0,2,2,2,0,2,3,5,0,0,0,1482,1482,0,0,1,4,1482,1092,0,2574,0,0,2,1,3,1,0,10,4,1,2,2,0,3,868,3,4,2,0,148,0,0,0,0,0,11,6,4,1.8027226801431242
80,2,88.0,8471,1,0,3,0,0,0,17,2,0,0,5,6,7,0,0,3,6,46.0,3,2,1,2,1,0,0,506,0,0,0,506,0,3,1,4,1212,0,0,1212,1,0,1,0,3,1,3,6,4,1,5,0,3,2,492,3,4,2,292,12,0,0,0,0,0,7,8,3,-0.4940953080649329
30,3,30.0,5232,1,2,0,0,4,0,15,0,0,0,2,5,5,0,0,8,10,0.0,3,2,0,1,2,3,5,0,0,0,680,680,0,2,0,2,764,0,0,764,0,0,1,0,2,1,3,4,4,0,3,3,3,2,504,3,4,0,0,0,0,0,0,0,0,6,8,3,-1.9273097327067605
60,2,70.0,11207,1,0,1,0,2,0,6,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,0,2,714,0,0,88,802,0,2,1,4,802,709,0,1511,1,0,2,1,3,1,3,8,4,1,5,0,0,2,413,3,4,2,95,75,0,0,0,0,0,6,8,3,0.13063918472765865
20,2,69.0,7917,1,0,3,0,0,0,5,2,0,0,2,6,7,2,0,3,3,174.0,3,1,1,3,1,3,1,751,0,0,392,1143,0,3,1,4,1113,0,0,1113,1,0,1,1,3,1,3,6,4,1,1,0,2,1,504,3,1,2,370,30,0,0,0,0,0,5,8,3,-0.5492189397819263
60,2,92.0,11764,1,0,3,0,1,0,13,2,0,0,3,8,7,0,0,7,9,348.0,2,2,2,2,2,3,2,524,0,0,628,1152,0,0,1,4,1164,1106,0,2270,0,0,2,1,4,1,2,9,4,1,2,0,0,3,671,3,4,2,132,57,0,0,0,0,0,4,8,3,2.0599662948224267
20,2,76.0,8314,1,3,3,0,0,0,9,2,0,0,2,5,7,0,0,3,4,0.0,3,2,1,3,2,1,0,546,0,0,270,816,0,3,1,4,816,0,0,816,0,0,1,0,2,1,3,5,4,0,3,0,3,1,264,3,4,2,168,0,0,0,0,0,0,6,8,3,-0.981020721565041
60,2,83.0,10005,1,3,3,0,4,0,2,2,0,0,3,7,5,2,0,5,6,299.0,3,2,1,2,2,3,1,392,0,0,768,1160,0,0,1,4,1156,866,0,2022,0,0,2,1,4,1,3,8,4,1,5,0,0,2,505,3,4,2,288,117,0,0,0,0,0,3,8,3,0.25926099206730985
20,0,60.0,7200,1,3,3,0,4,0,19,2,0,0,2,6,5,0,0,7,9,68.0,2,2,2,2,2,3,2,905,0,0,357,1262,0,2,1,4,1262,0,0,1262,0,0,2,0,2,1,2,5,4,0,3,0,0,2,572,3,4,2,0,120,0,0,0,0,0,5,6,4,0.13063918472765865
120,2,34.0,5063,1,3,3,0,4,0,14,2,0,2,2,7,5,0,0,7,9,166.0,2,2,2,2,2,3,2,904,0,0,410,1314,0,0,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,4,1,2,0,2,2,626,3,4,2,172,62,0,0,0,0,0,4,5,3,0.544066422605109
20,2,74.0,9612,1,3,3,0,4,0,19,1,0,0,2,8,5,0,0,7,9,72.0,2,2,2,2,2,3,5,0,0,0,1468,1468,0,0,1,4,1468,0,0,1468,0,0,2,0,3,1,2,6,4,1,2,0,0,3,898,3,4,2,210,150,0,0,0,0,0,12,6,4,1.2257620015052604
20,2,69.0,8125,1,0,3,0,0,0,10,2,0,0,2,4,4,0,0,3,3,0.0,3,2,1,3,2,3,1,614,0,0,244,858,0,3,1,4,858,0,0,858,0,0,1,0,3,1,3,5,4,0,3,4,1,0,0,2,2,2,0,0,0,0,0,0,0,6,8,3,-1.6516915741217937
20,2,69.0,9819,1,0,3,0,4,0,17,2,0,0,2,5,5,0,0,4,5,31.0,3,1,1,3,2,3,1,450,0,0,432,882,0,3,1,4,900,0,0,900,0,0,1,0,3,1,3,5,4,0,3,3,3,1,280,3,4,2,0,0,0,0,0,0,0,2,8,3,-1.0269570813292022
20,2,80.0,9600,1,3,3,0,4,0,10,2,0,0,2,6,5,2,0,3,3,238.0,3,2,1,3,2,3,2,1285,0,0,131,1416,0,3,1,4,1644,0,0,1644,1,0,1,0,3,1,3,7,4,2,2,0,0,2,418,3,4,2,110,0,0,0,0,0,0,10,8,3,-0.20010260557430157
80,2,37.0,7937,1,0,3,0,1,0,9,2,0,0,5,6,6,0,0,3,3,0.0,3,2,1,3,2,0,2,819,0,0,184,1003,0,3,1,4,1003,0,0,1003,1,0,1,0,3,1,3,6,4,0,3,3,3,2,588,3,4,2,120,0,0,0,0,0,0,3,8,3,-0.6502789312630808
50,3,75.0,13710,1,3,3,0,4,0,7,2,0,0,0,5,5,0,0,8,10,0.0,3,2,1,3,2,3,1,420,0,0,490,910,0,3,1,0,910,648,0,1558,0,0,1,1,4,1,3,6,4,0,3,0,3,1,282,3,4,2,289,0,0,0,0,0,0,6,8,3,-0.47572076415926845
60,2,66.0,16226,1,2,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,2,2,3,2,281,0,0,747,1028,0,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,2,9,4,1,5,2,0,2,683,3,4,2,208,50,0,0,0,0,0,5,8,3,1.6373517849921442
20,2,70.0,9800,1,3,3,0,0,0,3,2,0,0,2,5,7,0,0,7,9,0.0,3,2,2,3,2,3,0,894,0,0,0,894,0,3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,4,0,3,0,3,2,552,3,4,2,256,0,0,0,0,0,0,7,8,0,-0.5143073063611638
50,3,69.0,7920,1,0,3,0,4,0,7,0,0,0,0,6,7,0,0,4,5,0.0,3,0,1,3,2,3,5,0,0,0,319,319,0,3,1,0,1035,371,0,1406,0,0,1,0,3,1,1,6,4,0,3,4,1,0,0,2,2,0,0,144,0,0,0,0,0,3,8,3,-1.624129758263297
30,2,69.0,12342,1,0,3,0,4,0,5,2,0,0,2,4,5,0,0,7,9,0.0,3,2,1,3,2,3,1,262,0,0,599,861,0,0,1,4,861,0,0,861,0,0,1,0,1,1,3,4,4,0,3,3,3,2,539,3,4,2,158,0,0,0,0,0,0,3,8,3,-1.7527515656029482
60,2,69.0,7685,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,3,3,112.0,3,2,2,2,2,3,0,518,0,0,179,697,0,2,1,4,697,804,0,1501,0,0,2,1,3,1,2,6,4,1,5,0,0,2,420,3,4,2,190,63,0,0,0,0,0,5,8,3,-0.22582696704223182
20,2,50.0,8000,1,3,3,0,4,0,10,2,0,0,2,6,6,0,0,7,9,0.0,3,1,1,3,2,3,0,680,0,0,292,972,0,0,1,4,972,0,0,972,1,0,1,0,2,1,3,5,4,1,2,3,3,1,240,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.8432116422725576
60,2,71.0,7795,1,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,425,0,0,291,716,0,0,1,4,716,716,0,1432,1,0,2,1,3,1,2,6,4,1,2,0,0,2,432,3,4,2,100,51,0,0,0,0,0,7,8,3,0.19495008839748426
80,2,69.0,14115,1,3,3,0,4,0,12,2,0,0,5,7,5,0,0,5,6,225.0,3,2,1,2,2,0,2,1036,0,0,336,1372,0,3,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,4,2,5,0,3,2,588,3,4,2,233,48,0,0,0,0,0,6,8,3,0.1765755444918198
120,2,32.0,10846,1,0,3,0,1,0,22,2,0,3,2,8,5,0,0,1,1,0.0,2,2,2,2,2,1,2,1619,0,0,100,1719,0,0,1,4,1719,0,0,1719,2,0,1,1,1,1,2,6,4,2,2,0,0,2,473,3,4,2,122,30,0,0,0,0,0,5,2,3,2.6847007876150184
20,2,80.0,11600,1,3,3,0,4,0,10,2,0,0,2,6,5,2,0,8,10,175.0,3,2,1,3,2,3,4,565,0,0,818,1383,0,3,1,4,1383,0,0,1383,0,0,1,1,3,1,3,7,4,0,3,0,2,1,292,3,4,2,0,45,0,0,0,0,0,4,8,3,-0.5997489355225035
20,2,70.0,8176,1,3,3,0,4,0,10,2,0,0,2,5,6,0,0,8,10,0.0,3,2,1,3,2,3,4,846,0,0,210,1056,0,1,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,4,0,3,0,2,1,308,3,4,2,0,0,0,0,0,0,0,8,8,3,-0.7145898349329064
120,3,59.0,8198,1,3,3,0,3,0,14,2,0,3,2,7,5,0,0,7,9,146.0,2,2,2,2,2,0,2,720,0,0,638,1358,0,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,4,1,2,0,2,2,484,3,4,2,192,30,0,0,0,0,0,7,8,3,0.5348791506522768
60,2,59.0,9042,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,1,2,828,0,0,115,943,0,2,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,4,2,5,0,0,2,472,3,4,2,100,38,0,0,0,0,0,7,8,3,0.25926099206730985
20,2,70.0,9135,1,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,113.0,2,2,2,2,2,0,2,810,0,0,726,1536,0,0,1,4,1536,0,0,1536,1,0,2,0,3,1,2,7,4,0,3,0,2,2,532,3,4,2,192,74,0,0,0,0,0,12,8,3,0.6635009579919279
60,2,85.0,14191,1,3,3,0,4,0,21,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,967,967,0,0,1,4,993,915,0,1908,0,0,2,1,4,1,2,9,4,0,3,0,0,2,431,3,4,2,135,0,0,0,0,0,0,4,8,3,0.45954352063905246
50,2,65.0,6435,1,3,3,0,4,0,1,5,0,0,0,6,5,0,0,4,5,0.0,3,2,0,3,2,3,5,0,0,0,972,972,0,2,1,4,972,605,0,1577,0,0,1,0,3,1,1,6,4,1,2,3,3,1,312,3,4,2,0,0,0,0,0,0,0,10,8,3,-0.692540382246109
20,2,69.0,9248,1,0,3,0,4,0,6,2,0,0,2,6,6,0,0,3,3,106.0,3,2,2,2,2,3,2,560,0,0,598,1158,0,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,4,0,3,0,2,2,400,3,4,2,120,26,0,0,0,0,0,7,8,3,-0.08985534214031483
50,2,69.0,9144,1,3,3,0,4,0,1,2,0,0,0,5,5,0,0,4,5,0.0,3,2,1,3,2,3,4,399,0,0,484,883,0,2,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,4,0,3,3,3,1,240,3,4,0,0,0,0,0,0,0,0,7,8,3,-0.6043425714989197
20,2,78.0,7800,1,3,3,0,4,0,10,2,0,0,2,5,6,0,0,3,3,200.0,3,2,2,3,2,3,3,540,0,0,728,1268,0,2,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,4,1,2,0,0,1,244,3,4,2,0,98,0,0,0,0,0,3,8,3,-0.8432116422725576
60,2,69.0,8121,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,3,5,0,0,0,953,953,0,0,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,4,1,5,0,2,2,460,3,4,2,100,40,0,0,0,0,0,1,8,3,-0.1008800684837135
60,2,65.0,8200,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,847,847,0,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,4,1,2,2,0,2,434,3,4,2,100,48,0,0,0,0,0,7,8,3,0.7645609494730824
85,2,57.0,8846,1,0,3,0,1,0,3,2,0,0,4,5,5,0,0,7,9,0.0,2,2,2,2,2,0,2,298,0,0,572,870,0,0,1,4,914,0,0,914,0,0,1,0,2,1,3,5,4,0,3,3,3,2,576,3,4,2,0,0,0,0,0,0,0,7,8,3,-0.5492189397819263
60,2,60.0,8123,1,0,3,0,4,0,6,5,0,0,3,6,5,0,0,7,9,16.0,3,2,2,2,2,3,5,0,0,0,982,982,0,0,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,4,1,5,0,0,2,463,3,4,2,100,63,0,0,0,0,0,6,8,3,0.020391921293671914
20,0,60.0,7200,1,3,3,0,4,0,19,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,1,3,5,0,0,0,1293,1293,0,0,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,4,1,2,0,2,2,572,3,4,2,216,121,0,0,0,0,0,8,6,4,0.1811691804682359
60,2,79.0,9245,1,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,0,5,0,0,0,939,939,0,0,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,4,0,3,0,2,2,639,3,4,2,144,53,0,0,0,0,0,4,8,3,0.6543136860390957
80,2,72.0,7200,1,3,3,0,4,0,5,2,0,0,5,6,6,2,0,4,5,255.0,3,2,1,3,2,0,0,631,0,0,410,1041,0,0,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,4,1,1,3,3,1,352,3,4,2,296,0,0,0,0,0,0,10,8,0,-0.9718334496122087
20,2,93.0,9382,1,0,3,0,1,0,3,2,0,0,2,7,5,0,0,7,9,125.0,2,2,2,2,2,3,5,0,0,0,1468,1468,0,0,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,4,0,3,0,2,2,577,3,4,2,120,25,0,0,0,0,0,7,8,3,0.2408864481616454
30,2,69.0,7446,1,3,3,0,0,0,1,1,0,0,2,4,5,0,0,9,11,0.0,3,2,1,3,2,3,4,266,0,0,522,788,0,3,1,0,788,0,0,788,0,0,1,0,2,1,3,4,4,2,5,4,1,0,0,2,2,2,0,0,0,0,0,0,0,4,8,0,-1.4311970472538202
50,2,60.0,10134,1,3,3,0,4,0,15,2,0,0,0,5,6,0,0,4,5,0.0,3,2,1,3,2,3,5,0,0,0,735,735,0,2,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,4,0,3,3,3,1,240,3,4,2,0,39,0,0,0,0,0,7,8,3,-1.26582615210284
20,2,68.0,9571,1,3,3,0,4,0,5,2,0,0,2,5,6,0,0,8,10,0.0,3,2,1,3,2,0,1,739,0,0,405,1144,0,3,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,4,0,3,0,3,1,596,3,4,2,44,0,0,0,0,0,0,6,8,3,-0.8983352739895509
20,2,60.0,7200,1,3,2,0,4,0,3,2,0,0,2,5,5,2,0,4,5,0.0,3,2,1,3,2,0,4,777,0,0,117,894,0,3,1,4,894,0,0,894,0,0,1,0,2,1,3,6,4,0,3,3,2,2,600,3,4,2,215,0,0,0,0,0,0,9,8,3,-1.0085825374235378
20,2,65.0,8767,1,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,2,0,2,24,0,0,1286,1310,0,0,1,4,1310,0,0,1310,0,0,2,0,3,1,2,6,4,1,2,0,0,2,400,3,4,2,0,0,0,0,0,0,0,7,6,4,-0.23703543882468714
60,2,69.0,10364,1,0,3,0,4,0,6,2,0,0,3,6,5,0,0,4,5,0.0,3,2,2,2,2,3,5,0,0,0,806,806,0,2,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,4,1,5,2,0,2,373,3,4,2,0,40,0,0,0,0,0,5,8,3,-0.18172806166863711
20,2,69.0,9991,1,0,3,0,0,0,17,1,0,0,2,4,4,0,0,5,6,0.0,3,2,1,3,2,3,1,1116,0,0,165,1281,0,0,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,5,0,3,2,490,3,4,2,120,78,0,0,0,0,0,6,8,3,-0.5124698519705974
20,2,73.0,8899,1,0,3,0,4,0,6,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,2,0,2,24,0,0,1316,1340,0,0,1,4,1340,0,0,1340,0,0,2,0,3,1,2,6,4,0,3,0,0,2,396,3,4,2,100,30,0,0,0,0,0,8,6,4,0.05960319798835986
60,2,74.0,7844,1,3,3,0,4,0,17,2,0,0,3,6,7,2,0,3,3,203.0,3,2,1,3,2,3,0,209,0,0,463,672,0,3,1,4,672,728,0,1400,0,0,1,1,3,1,3,6,4,1,5,0,0,2,440,3,4,2,0,0,0,0,0,0,0,3,8,3,-0.5216571239234296
50,2,60.0,8160,1,3,3,0,4,0,5,2,0,0,0,5,6,0,0,4,5,0.0,3,2,0,3,2,3,0,312,0,0,444,756,0,1,0,1,756,378,0,1134,1,0,1,1,3,1,3,7,4,0,3,3,3,1,240,3,4,1,0,0,0,0,0,0,0,4,8,1,-0.9534589057065443
20,2,72.0,9000,1,3,3,0,4,0,10,2,0,0,2,6,5,0,0,8,10,74.0,3,2,1,2,2,3,3,616,0,0,580,1196,0,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,4,1,2,0,2,1,297,3,4,2,0,44,0,0,0,0,0,5,8,3,-0.7145898349329064
20,2,77.0,8593,1,0,3,0,4,0,10,2,0,0,2,4,6,2,0,4,5,0.0,3,2,1,3,2,3,4,288,0,0,619,907,0,0,1,4,907,0,0,907,0,0,1,0,3,1,3,5,4,0,3,3,3,1,352,3,4,2,0,0,0,0,0,0,0,7,8,3,-1.2656791557515947
20,2,64.0,6762,1,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,108.0,2,2,2,2,2,3,2,664,0,0,544,1208,0,0,1,4,1208,0,0,1208,1,0,2,0,2,1,2,6,4,0,3,0,2,2,628,3,4,2,105,54,0,0,0,0,0,9,6,4,0.32173444134656903
50,3,60.0,5586,1,0,0,0,4,0,15,1,0,0,0,6,7,0,0,4,5,0.0,3,2,0,3,2,3,5,0,0,0,901,901,0,2,1,4,1088,110,0,1198,0,0,1,0,4,1,3,7,4,0,3,4,1,0,0,2,2,0,0,98,0,0,0,0,0,9,3,0,-1.800525379757676
60,2,100.0,10839,1,0,3,0,0,0,6,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,3,5,0,0,0,926,926,0,0,1,4,926,678,0,1604,0,0,2,1,3,1,3,7,4,1,5,0,0,2,470,3,4,2,0,36,0,0,0,0,0,7,8,3,0.05714100910500083
50,3,52.0,6240,1,3,3,0,4,0,1,2,0,0,0,5,7,0,0,4,5,0.0,3,2,2,3,2,3,5,0,0,0,1078,1078,0,3,1,4,1128,445,0,1573,0,0,2,0,3,1,3,8,4,1,2,3,3,2,360,3,4,1,0,0,0,0,0,0,0,6,8,3,-0.27543823558752584
120,2,53.0,3922,1,3,3,0,4,0,0,2,0,3,2,7,5,0,0,9,11,72.0,2,2,2,0,2,0,5,0,0,0,1258,1258,0,0,1,4,1258,0,0,1258,0,0,2,0,2,1,2,6,4,1,2,0,0,3,648,3,4,2,144,16,0,0,0,0,0,6,6,4,-0.09904261409314706
60,2,70.0,8750,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,1,2,2,2,3,2,642,0,0,273,915,0,0,1,4,933,975,0,1908,1,0,2,1,4,1,2,8,4,1,5,0,3,2,493,3,4,2,144,133,0,0,0,0,0,7,8,3,0.5900027823692701
20,2,73.0,9855,1,3,3,0,0,0,5,2,0,0,2,6,5,2,0,8,10,0.0,3,2,1,3,2,3,5,0,0,0,1436,1436,0,1,1,4,1689,0,0,1689,0,0,1,0,3,1,3,7,4,1,2,0,3,2,480,3,4,2,0,0,0,0,0,0,0,11,0,3,-0.9258970898480476
60,2,69.0,11214,1,0,3,0,0,0,6,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,930,930,0,2,1,4,956,930,0,1886,0,0,2,1,4,1,2,10,4,1,5,0,0,2,431,3,4,2,89,0,0,0,0,0,0,7,8,3,0.40441988892205905
50,3,50.0,8600,1,3,0,0,4,0,7,2,0,0,0,6,6,0,0,4,5,0.0,3,2,0,3,2,3,5,0,0,0,780,780,0,3,1,4,780,596,0,1376,0,0,2,0,3,1,3,7,4,1,2,3,3,1,198,3,4,0,0,0,0,0,0,0,0,6,8,3,-1.0728934410933633
60,2,69.0,9303,1,0,3,0,0,0,21,2,0,0,3,6,5,2,0,7,9,42.0,2,2,2,0,2,3,0,742,0,0,130,872,0,0,1,4,888,868,0,1756,1,0,2,1,3,1,3,7,4,0,3,0,0,2,422,3,4,2,144,122,0,0,0,0,0,7,8,3,0.47975551893528334
60,0,75.0,9000,1,3,3,0,4,0,19,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,768,768,0,0,1,4,786,804,0,1590,0,0,2,1,3,1,2,6,4,0,3,0,2,2,676,3,4,2,0,30,0,0,0,0,0,6,8,3,0.5900027823692701
20,2,80.0,9600,1,3,3,0,4,0,12,2,0,0,2,7,6,2,0,3,3,320.0,3,2,1,3,2,3,0,916,0,0,326,1242,0,1,1,4,1242,0,0,1242,0,0,1,1,3,1,3,6,4,1,5,0,3,2,528,3,4,2,0,0,0,0,0,0,0,9,8,3,-0.04391898237615369
70,3,69.0,5100,1,3,3,0,4,0,15,2,0,0,3,8,7,2,0,6,11,0.0,3,1,2,3,2,3,5,0,0,0,588,588,0,1,1,4,833,833,0,1666,0,0,1,0,3,1,2,7,4,1,2,3,3,1,228,3,4,2,192,63,0,0,0,0,0,6,8,3,-0.3103498690082883
60,0,75.0,8004,1,0,3,0,4,0,19,5,0,0,3,8,5,0,0,7,9,110.0,2,2,2,2,2,3,2,544,0,0,288,832,0,0,1,4,832,1103,0,1935,1,0,2,1,3,1,3,8,4,0,3,2,0,2,552,3,4,2,0,150,0,0,0,0,0,12,6,4,1.5718465359684504
70,2,74.0,11988,1,0,1,0,4,1,4,2,0,0,3,6,7,2,0,6,8,0.0,3,2,1,3,2,3,3,326,0,0,389,715,0,1,1,0,849,811,0,1660,0,0,1,1,3,1,3,6,4,1,2,3,3,1,240,3,4,2,0,0,0,0,0,0,0,8,8,3,0.19862499717861715
20,2,60.0,8430,1,3,1,0,4,1,3,2,0,0,2,5,5,0,0,3,3,136.0,3,2,1,2,2,3,4,616,0,0,424,1040,0,3,1,4,1040,0,0,1040,0,0,2,0,3,1,3,5,4,0,3,4,1,0,0,2,2,2,0,0,0,0,0,0,0,8,8,3,-0.9902079935178733
